customer_id,frequency,total_spend,aov,recency_days,T_days,avg_interpurchase_days,active_months,purchase_days_std,category_diversity,avg_order_value,first_purchase,last_purchase,unique_days,LTV_target
12510.0,7,4195.45,37.459375,93,369,52.714285714285715,5,60.968024406241014,0,37.459375,2009-12-04 13:47:00,2010-09-06 14:27:00,6,982.5699999999999
12511.0,1,3084.02,16.231684210526314,63,63,63.0,1,0.0,0,16.231684210526314,2010-10-07 10:39:00,2010-10-07 10:39:00,1,0.0
12514.0,1,580.08,17.578181818181818,276,276,276.0,1,0.0,0,17.578181818181818,2010-03-08 12:18:00,2010-03-08 12:18:00,1,1017.6800000000001
12516.0,2,1336.56,27.845,65,233,116.5,2,0.0,0,27.845,2010-04-19 14:14:00,2010-10-05 09:43:00,2,1312.06
12519.0,1,385.70000000000005,17.531818181818185,111,111,111.0,1,0.0,0,17.531818181818185,2010-08-20 08:21:00,2010-08-20 08:21:00,1,340.84000000000003
12523.0,12,2582.38,17.933194444444446,9,366,30.5,9,23.611245394745893,0,17.933194444444446,2009-12-07 13:46:00,2010-11-30 12:31:00,12,1789.77
12524.0,9,6640.39,69.17072916666667,23,303,33.666666666666664,6,41.2821303437006,0,69.17072916666667,2010-02-08 14:41:00,2010-11-16 09:08:00,8,4485.72
12525.0,3,973.73,16.228833333333334,132,281,93.66666666666667,3,22.627416997969522,0,16.228833333333334,2010-03-02 14:01:00,2010-07-29 16:08:00,3,0.0
12527.0,2,386.8,27.62857142857143,129,163,81.5,2,0.0,0,27.62857142857143,2010-06-28 15:37:00,2010-08-02 12:23:00,2,348.71000000000004
12529.0,1,316.48,15.07047619047619,162,162,162.0,1,0.0,0,15.07047619047619,2010-06-29 13:10:00,2010-06-29 13:10:00,1,0.0
12530.0,5,2096.98,22.793260869565216,49,276,55.2,5,40.36809796526625,0,22.793260869565216,2010-03-07 14:37:00,2010-10-20 15:15:00,5,1662.28
12531.0,1,1807.98,16.43618181818182,320,320,320.0,1,0.0,0,16.43618181818182,2010-01-22 14:17:00,2010-01-22 14:17:00,1,125.22
12533.0,2,1367.89,18.998472222222222,262,373,186.5,2,0.0,0,18.998472222222222,2009-12-01 11:50:00,2010-03-22 10:56:00,2,0.0
12537.0,1,732.94,17.04511627906977,43,43,43.0,1,0.0,0,17.04511627906977,2010-10-27 08:36:00,2010-10-27 08:36:00,1,0.0
12538.0,1,276.5,21.26923076923077,12,12,12.0,1,0.0,0,21.26923076923077,2010-11-26 13:02:00,2010-11-26 13:02:00,1,363.95
12539.0,3,5646.400000000001,24.443290043290045,85,350,116.66666666666667,2,187.3832970144351,0,24.443290043290045,2009-12-23 13:00:00,2010-09-15 09:50:00,2,5568.35
12540.0,16,8854.25,30.21928327645051,13,366,22.875,11,17.80235404444619,0,30.21928327645051,2009-12-07 16:56:00,2010-11-26 10:43:00,14,13400.24
12542.0,2,481.88,12.355897435897436,118,274,137.0,2,0.0,0,12.355897435897436,2010-03-09 16:26:00,2010-08-12 19:12:00,2,0.0
12543.0,1,980.25,22.796511627906977,82,82,82.0,1,0.0,0,22.796511627906977,2010-09-17 15:51:00,2010-09-17 15:51:00,1,0.0
12547.0,1,175.78,13.521538461538462,134,134,134.0,1,0.0,0,13.521538461538462,2010-07-27 13:55:00,2010-07-27 13:55:00,1,207.8
12549.0,6,1575.68,32.15673469387755,210,332,55.333333333333336,2,45.09434554353794,0,32.15673469387755,2010-01-11 12:29:00,2010-05-13 12:05:00,5,0.0
12553.0,2,916.47,19.49936170212766,20,57,28.5,2,0.0,0,19.49936170212766,2010-10-12 13:35:00,2010-11-19 12:18:00,2,3692.28
12554.0,1,468.5,18.01923076923077,83,83,83.0,1,0.0,0,18.01923076923077,2010-09-17 12:29:00,2010-09-17 12:29:00,1,0.0
12555.0,1,129.23,129.23,316,316,316.0,1,0.0,0,129.23,2010-01-26 16:26:00,2010-01-26 16:26:00,1,0.0
12557.0,4,7345.18,244.83933333333334,6,357,89.25,4,57.58761440911868,0,244.83933333333334,2009-12-17 10:39:00,2010-12-03 12:20:00,4,11370.960000000001
12562.0,2,1185.18,30.38923076923077,20,69,34.5,2,0.0,0,30.38923076923077,2010-09-30 13:13:00,2010-11-19 09:35:00,2,3781.7400000000002
12563.0,1,249.24,19.172307692307694,43,43,43.0,1,0.0,0,19.172307692307694,2010-10-27 09:52:00,2010-10-27 09:52:00,1,0.0
12567.0,7,6250.96,22.64840579710145,2,301,43.0,6,37.48822037209377,0,22.64840579710145,2010-02-11 10:30:00,2010-12-07 10:36:00,7,7458.9
12568.0,1,70.0,14.0,279,279,279.0,1,0.0,0,14.0,2010-03-05 09:15:00,2010-03-05 09:15:00,1,0.0
12570.0,1,77.52,77.52,316,316,316.0,1,0.0,0,77.52,2010-01-26 17:28:00,2010-01-26 17:28:00,1,0.0
12573.0,4,556.87,6.11945054945055,15,99,24.75,3,22.516660498395403,0,6.11945054945055,2010-08-31 17:25:00,2010-11-23 13:01:00,4,160.54000000000002
12575.0,2,622.82,16.39,91,161,80.5,2,0.0,0,16.39,2010-07-01 09:15:00,2010-09-08 13:09:00,2,0.0
12576.0,3,826.89,15.312777777777777,27,160,53.333333333333336,3,38.118237105091836,0,15.312777777777777,2010-07-01 13:46:00,2010-11-12 12:44:00,3,1315.83
12577.0,5,995.9499999999999,6.425483870967741,15,370,74.0,3,158.8825562063585,0,6.425483870967741,2009-12-03 19:31:00,2010-11-23 14:06:00,3,657.8
12578.0,2,1847.94,31.861034482758622,19,78,39.0,2,0.0,0,31.861034482758622,2010-09-22 11:19:00,2010-11-19 17:21:00,2,2794.51
12580.0,1,637.2,18.741176470588236,211,211,211.0,1,0.0,0,18.741176470588236,2010-05-12 11:45:00,2010-05-12 11:45:00,1,415.7
12582.0,2,1469.04,18.136296296296297,57,212,106.0,2,0.0,0,18.136296296296297,2010-05-11 09:55:00,2010-10-13 10:52:00,2,511.36
12583.0,13,8021.92,33.56451882845188,8,368,28.307692307692307,11,19.477259467482494,0,33.56451882845188,2009-12-06 11:57:00,2010-12-01 08:45:00,13,6425.52
12586.0,3,1865.73,22.47867469879518,9,357,119.0,3,189.50461735799473,0,22.47867469879518,2009-12-16 13:15:00,2010-11-30 10:47:00,3,196.94000000000003
12588.0,3,743.88,20.663333333333334,33,232,77.33333333333333,2,140.0071426749364,0,20.663333333333334,2010-04-21 12:22:00,2010-11-05 12:53:00,2,214.89999999999998
12589.0,6,4048.98,27.924,56,324,54.0,3,97.63605891267837,0,27.924,2010-01-19 12:26:00,2010-10-14 11:54:00,3,646.68
12591.0,2,899.3,20.91395348837209,24,43,21.5,2,0.0,0,20.91395348837209,2010-10-27 10:42:00,2010-11-14 14:32:00,2,452.84999999999997
12592.0,3,2145.06,34.04857142857143,153,153,51.0,1,0.0,0,34.04857142857143,2010-07-08 14:06:00,2010-07-08 14:26:00,1,437.6
12594.0,5,1751.89,21.628271604938273,13,280,56.0,5,32.46023207967969,0,21.628271604938273,2010-03-03 13:51:00,2010-11-26 12:17:00,5,3338.2200000000003
12595.0,1,299.02,15.737894736842104,139,139,139.0,1,0.0,0,15.737894736842104,2010-07-23 09:10:00,2010-07-23 09:10:00,1,0.0
12598.0,3,1511.01,20.419054054054055,97,283,94.33333333333333,2,127.27922061357856,0,20.419054054054055,2010-03-01 09:58:00,2010-09-02 14:22:00,3,3023.08
12599.0,6,1264.14,17.804788732394368,15,212,35.333333333333336,5,24.254896412889504,0,17.804788732394368,2010-05-11 10:42:00,2010-11-23 15:49:00,6,1032.58
12600.0,12,2521.38,36.01971428571429,5,366,30.5,9,29.10357678736725,0,36.01971428571429,2009-12-07 13:37:00,2010-12-03 12:57:00,12,2522.54
12601.0,1,104.2,17.366666666666667,39,39,39.0,1,0.0,0,17.366666666666667,2010-10-31 10:57:00,2010-10-31 10:57:00,1,577.0600000000001
12605.0,4,1232.95,16.223026315789475,10,92,23.0,3,15.620499351813308,0,16.223026315789475,2010-09-07 14:21:00,2010-11-28 14:18:00,4,0.0
12606.0,1,21.0,21.0,316,316,316.0,1,0.0,0,21.0,2010-01-26 16:23:00,2010-01-26 16:23:00,1,0.0
12608.0,1,415.79,25.986875,39,39,39.0,1,0.0,0,25.986875,2010-10-31 10:49:00,2010-10-31 10:49:00,1,0.0
12609.0,6,2309.01,20.078347826086958,8,353,58.833333333333336,6,18.352111595127138,0,20.078347826086958,2009-12-20 13:30:00,2010-11-30 14:48:00,6,1126.85
12613.0,5,3490.69,20.061436781609196,22,359,71.8,5,24.805913273518744,0,20.061436781609196,2009-12-14 13:10:00,2010-11-16 17:17:00,5,3344.38
12615.0,4,3449.79,20.907818181818183,48,265,66.25,3,65.31717487256574,0,20.907818181818183,2010-03-18 14:09:00,2010-10-22 09:45:00,3,2291.19
12616.0,1,417.8,18.990909090909092,23,23,23.0,1,0.0,0,18.990909090909092,2010-11-16 11:38:00,2010-11-16 11:38:00,1,713.3
12619.0,1,140.14,14.014,194,194,194.0,1,0.0,0,14.014,2010-05-28 12:52:00,2010-05-28 12:52:00,1,3641.24
12621.0,16,11550.75,36.43769716088328,0,303,18.9375,10,13.646907900256938,0,36.43769716088328,2010-02-09 12:01:00,2010-12-09 10:16:00,16,13225.06
12623.0,6,3442.7400000000002,22.211225806451615,51,331,55.166666666666664,6,13.315404612703288,0,22.211225806451615,2010-01-12 11:45:00,2010-10-19 09:35:00,6,305.1
12625.0,2,2481.06,25.577938144329895,143,231,115.5,2,0.0,0,25.577938144329895,2010-04-22 11:33:00,2010-07-18 15:56:00,2,2683.82
12629.0,2,1558.22,34.62711111111111,20,57,28.5,2,0.0,0,34.62711111111111,2010-10-12 16:40:00,2010-11-19 09:18:00,2,0.0
12631.0,5,2841.07,18.69125,90,327,65.4,4,45.93147069276141,0,18.69125,2010-01-15 14:50:00,2010-09-09 14:50:00,4,640.5
12632.0,2,804.88,22.99657142857143,155,199,99.5,2,0.0,0,22.99657142857143,2010-05-24 09:07:00,2010-07-07 09:39:00,2,0.0
12633.0,3,3514.18,17.142341463414635,16,160,53.333333333333336,3,52.32590180780452,0,17.142341463414635,2010-07-02 11:44:00,2010-11-22 13:09:00,3,2163.98
